876014	eng	The oldest woman in the village was the one who picked his name at birth.
882997	eng	A horseshoe and a black cat are not good luck signs.
887189	eng	She has nothing in common with him.
889696	fra	Le village entier partit le lendemain dans une trentaine de pirogues, nous laissant seuls avec les femmes et les enfants dans les maisons abandonnées.
889697	eng	The entire village left the next day in about thirty canoes, leaving us alone with the women and children in the abandoned houses.
891156	eng	What colour is Henri IV's white horse?
895859	eng	I don't believe that black cats cause bad luck.
896250	hun	A sarokba egy fehér zongorát helyeztek.
897040	eng	A tricorn trimmed with gold lace was set at a rakish angle over a wig of white curls that dropped down to his waist.
898907	eng	Her house is surrounded by a white fence.
898969	eng	She embroidered her own initials on the white handkerchief.
902963	eng	Her dress is blue with white polka dots.
907679	eng	Where there is no common power, there is no law, where no law, no injustice. Force, and fraud, are in war the cardinal virtues.
919008	eng	Piotr has black hair but Lech has blond hair.
921797	eng	The white blood cells are filtered out so that they do not attack the body of their new host.
928365	fra	Yvette, sœur de Yolande, naquit en 1912 dans un petit village du Var.
931012	eng	Can someone who does not know the meaning of black really talk about what white is?
931758	eng	We have really everything in common with America nowadays except, of course, language.
931839	eng	Can it be that the white horse is not a horse?
933630	eng	Can it be that a white horse is not a horse?
934619	eng	You may be able to pass unnoticed in a city, but in a village that's not possible.
937999	hun	Piotrnek fekete haja van, Lechnek viszont szőke.
938632	eng	A fat white cat sat on a wall and watched the two of them with sleepy eyes.
948465	fra	La plupart des habitants de ce village se sont opposés à ce projet.
952687	eng	Napoleon Bonaparte feared black cats.
953625	eng	I think I like eating white rice better than brown rice.
954390	eng	There were just barely over 100 houses in the village we passed yesterday.
955899	eng	The dress I like most is the black one.
966353	eng	Let's get one thing straight. You and I are not friends. We're allies against a common enemy.
983980	hun	A láva felégette a falu legszélső házát.
991224	eng	Such languages as Russian, Polish, Czech and Bulgarian have common Slavic roots.
1000499	hun	"Mire gondolsz?" kérdezte a fehér nyulacska.
1006002	eng	A woman's wardrobe isn't complete without a little black dress.
1016554	fra	En allemand, si tu pars d'un village et que tu vas au prochain village, tu risques de te retrouver à ton point de départ.
1016750	fra	Chaque village pouvait déléguer une personne.
1017559	hun	Hátra van még a fekete leves.
1017578	eng	To be black is better than to be gay. If you were born black, at least you don't have to think about how to tell your mother about this.
1017586	hun	A közös szamarat ütik leginkább.
1023751	eng	Who gave Tom that black eye?
1023926	eng	Tom was wearing a black hat.
1024839	eng	Tom is the black sheep of the family.
1024840	eng	Tom is the black sheep of his family.
1025342	eng	Tom has no common sense.
1025592	eng	Tom had dark black hair when he was younger.
1025876	eng	Tom drives a black car, doesn't he?
1026671	eng	Tom comes from a small village up north.
1027018	eng	Tom believed that the people in that small village were cannibals.
1027183	eng	Tom always dresses in black or some other dark color.
1028125	eng	Tom said nothing about Mary's black eye.
1028353	eng	Tom likes Mary's long black hair.
1028712	eng	Tom has nothing in common with Mary.
1028765	eng	Tom has a lot in common with Mary.
1029947	eng	Tom and Mary are as different as black and white.
1030054	eng	Mary looks good in a black dress.
1031511	fra	Le CouchSurfing c'est comme parler espéranto, c'est la réalisation d'un rêve : le village universel.
1034058	eng	He's got a white cat.
1034562	fra	C'est le village dans lequel est né mon père.
1035178	eng	Which do you like better, white wine or red wine?
1035179	eng	Which do you prefer, white wine or red wine?
1040691	eng	The police treated Tom like a common criminal.
1041253	fra	Il y a dans mon village une petite et étroite passerelle au-dessus d'un ruisseau.
1045519	eng	We have a white cat.
1046473	fra	Nous traversâmes village après village jusqu'à ce que nous atteignîmes notre destination.
1049981	hun	A falu nyelvére került.
1049983	hun	A falu szájára került.
1050258	hun	A közös nyomorúságot könnyebb elviselni.
1050259	hun	A közös nyomorúság kevésbé nyomasztó.
1053374	eng	It's pitch black outside.
1055297	eng	The most common first name in the world is Mohammed.
1056347	hun	A fekete telefon többe kerül, mint a fehér.
1060294	fra	C'est le village où il est né.
1060572	eng	He has a black shirt.
1062104	hun	Ennek a fiatalasszonynak fekete haja van.
1064387	eng	This agreement is invalid, unless you bring it in black and white.
1067749	hun	Nem olyan fekete az ördög, amilyennek festik.
1074111	eng	He was completely black and was therefore called Tango the Black Cat.
1074116	eng	One day the small boy moved to another village with his family and brought Tango along with him.
1078169	eng	It was a pitch black night.
1078171	eng	The whole village knows the man well.
1078173	fra	Tout le village connaît bien le bonhomme.
1078174	eng	I would like some white bread.
1081407	eng	A glass of white wine, please.
1082915	fra	Un jour ce petit garçon déménagea dans un autre village avec sa famille et il emmena Tango avec lui.
1084032	eng	Her hair is black in color and long.
1090800	fra	Il est né dans un village reculé du Népal.
1090801	fra	Elle est née dans un village reculé du Népal.
1090823	fra	Tout le village est sorti pour l'accueillir.
1091967	eng	Have you seen a little girl with short black hair?
1092203	eng	Tom wore a white shirt.
1092204	eng	Tom wore a red and white striped tie.
1092774	eng	Tom thought Mary knew where to buy black pepper.
1092809	eng	Tom thinks Mary lacks common sense.
1095995	eng	Tom and Mary couldn't talk to each other then because they didn't speak a common language.
1096108	eng	People in the village still talked about the horrible way Tom had died.
1096128	eng	Mary wore a simple white dress.
1096177	eng	I've heard that Tom buys things on the black market.
1104833	fra	Ce village s'est beaucoup transformé en dix ans.
1106919	eng	Some people believe that black cats bring bad luck.
1106924	eng	I wonder why some people think black cats are unlucky.
1106931	eng	Some superstitious people in America believe that if a black cat crosses your path, you'll have bad luck.
1110187	eng	The man in black fled across the desert and the gunslinger followed.
1114513	fra	Dans ce village vivait une fois un certain garçon mal élevé.
1124654	eng	Black and white photos have a special charm.
1124656	eng	Some photos were printed in black and white.
1125622	eng	Milk is a common beverage.
1128019	eng	The wishes and ideas of a composer gravitate around a common point.
1133168	eng	He's the black sheep of the family.
1133661	hun	Az eszperantistáknak egyesülniük kellene a közös cél érdekében.
1140202	eng	A very common type of elbow pain is known as "tennis elbow" in English.
1160082	eng	All living beings would have evolved from a common ancestor.
1174891	eng	A little village is situated in between both towns.
1187097	eng	Chicken pox is a common childhood illness.
1190275	eng	That is common knowledge in every village.
1192363	eng	The red belt makes her black dress look even better.
1192365	eng	The red belt goes well with her black dress.
1193928	eng	Tom wrote Mary's phone number in his little black book.
1195133	eng	Not a drop more or a drop less of His blood was for a white man or black man, a male or female, old or young, retarded, crippled, blind, deaf, dumb or precious baby in the womb.
1199629	hun	A fekete tehénnek is fehér a teje.
1199634	hun	Még a legfeketébb tehén is fehér tejet ad.
1202234	eng	Tom has way too much common sense to do what Mary's asking him to do.
1204272	eng	Did you give Berty a couple of black eyes?
1208561	eng	This is an example of confusing two things that have a common cause with one thing that causes another.
1210023	eng	The Burning of Judas is still common in some Christian communities.
1211187	fra	Il est ironique que les terres les plus fécondes autour du village se couvrent de béton et d'asphalte du fait de la croissance de la ville.
1213448	eng	Do you prefer red or white wine?
1222958	eng	A person with common sense would never do this kind of thing.
1225786	fra	Ils édifièrent un village à un endroit où deux rivières s'unissaient.
1226530	ina	A qual distantia se trova le village proxime?
1231901	eng	Do you like white miso more than red miso? Then, have you tried combined miso?
1248179	fra	Tu avais promis que le village serait plein de hérissons !
1248326	hun	A többi kicsi nyúl is előjött, hogy lássák, milyen boldogok, és körtánccal ünnepelték a kis fekete nyúl és a kis fehér nyúl egybekelését.
1250896	fra	C'est le village où je suis né.
1256879	eng	A white building is in sight at the foot of the hill.
1257478	eng	Applicants should be familiar with common office-computer applications.
1264950	eng	Polar bears are white because they're old bears.
1269337	eng	She's wearing a black hat.
1294202	epo	Pripensu ĝin, nur sketu kie jam aliaj estis, kaj atentu ke vi ne falu en glacitruon.
1300103	eng	He has a white cat.
1310496	hun	A havon a fehér nyúl láthatatlan volt.
1310718	eng	How much are these black trousers and these red shirts?
1313215	eng	I feel like a white whale!
1326549	eng	In the 1920s, inflation was so high in Germany that it was common to burn money to keep warm.
1326600	eng	I've forgotten. Was House Lancaster's family crest a red rose, or a white rose?
1326950	eng	Don't be ridiculous! We are not descended from apes, we only have a common ancestor.
1328849	eng	Do those girls wear white skirts?
1332897	eng	The raven is as black as coal.
1334300	eng	That's right. In Japanese, "uetoresu" corresponds both to the English "waitress" and "weightless". However, "waitress" is the more common meaning.
1354851	eng	We have really everything in common with the United States nowadays except, of course, language.
1355113	eng	I have come here to seek a new beginning between the United States and Muslims around the world; one based upon mutual interest and mutual respect; and one based upon the truth that the United States and Islam are not exclusive, and need not be in competition. Instead, they overlap, and share common principles – principles of justice and progress; tolerance and the dignity of all human beings.
1356790	eng	Mary lacks common sense.
1366412	eng	To think one is a character is very common in France.
1371651	eng	A white coin is for a black day.
1372512	eng	Napoleon Bonaparte was afraid of black cats.
1383257	eng	Cats that are completely white with blue eyes are always, or nearly always, deaf.
1383430	eng	He's got two cats, one white and one black.
1388633	fra	Les façades des maisons de ce village montrent encore des impacts de balles de la guerre.
1396373	eng	English is like a world-wide common language.
1398761	fra	Le feu a réduit le village en cendres dans son intégralité.
1400595	eng	Depression is common among young adults who have Asperger syndrome.
1402695	eng	Tom has a black cat.
1419575	eng	I bought the black bike instead of the red one.
1420445	eng	It's a common vice.
1421390	hun	Egy fehér felhő úszik a kék égen.
1422952	eng	What you have is a common cold, not the flu.
1427163	eng	The people of the village built a wooden bridge across the river.
1443610	eng	In the negative, right and left, black and white are reversed.
1444526	hun	A falu lakói új polgármestert választottak.
1446091	eng	The fire was too hot, and the cakes were burned quite black on the bottom.
1446199	eng	Didn't you find a piece of white soap on my table?
1455216	eng	I have a lot in common with him.
1459891	eng	These girls use white skirts.
1460057	eng	I have a dog. He is black and his name is Tiki.
1460063	eng	I have a dog. She is black and her name is Tiki.
1463261	eng	All humans on Earth are descended from a common ancestor.
1467932	eng	The supermassive black hole at the centre of the galaxy remained a mystery for thousands of years...
1468028	eng	With this white and brown pill, you'll understand everything about Buddhism.
1468881	eng	Titan's black rivers and black lakes of methane were a sight to behold with ringed Saturn and the faint distant sun in the cloudy horizon.
1474114	eng	As soon as she opened the door, a white dog ran out of the house.
1479375	eng	It is a black hole.
1482641	eng	That white parasol is hers.
1482706	eng	Tom has a black eye.
1482707	eng	Tom beat Mary black and blue.
1492834	eng	Each one has white teeth.
1493065	eng	How restful it is to sleep under the shadow of a willow in an Anatolian village in summertime.
1495751	eng	Why do you always wear white shirts?
1499943	eng	There's a white dove on the roof.
1500425	eng	She has two cats. One is white and the other one is black.
1502883	ina	"Canada" significa un village de cabanas in un lingua indigena.
1516420	eng	Cadmium poisoning is a very common cause of death in the south.
1518723	eng	If the difference between order and chaos or preservation and ruin were the same as that between high mountains and deep valleys, or between white clay and black lacquer, then wisdom would have had no place: stupidity would also have been alright.
1518805	eng	The red sash perfectly accessorizes her black dress.
1521752	eng	A white dove is on the roof.
1522379	eng	This problem is very common but doesn't have an easy answer.
1523604	eng	I have a white cat.
1523679	eng	I have black eyes.
1527985	eng	Who gave you such a rough time, and where? I'll beat him black and blue for you.
1528231	eng	I like cold milk, but not hot milk. The white membrane and the smell that develops bothers me.
1529847	eng	All the knowledge man has of science and of machinery, by the aid of which his existence is rendered comfortable upon earth, and without which he would be scarcely distinguishable in appearance and condition from a common animal, comes from the great machine and structure of the universe.
1530064	eng	The forgery of letters has been such a common practice in the world, that the probability is at least equal, whether they are genuine or forged.
1530941	eng	Tom drives a black car, right?
1536452	eng	If Tatoeba is addictive, does this mean that Esperanto speakers are more addicted than speakers of other languages, and can this addiction be the basis of a new common culture?
1537976	eng	I want a blue pen, a red one and a black one.
1538660	eng	The wall is white on the inside and green on the outside.
1545631	eng	The people of this village live in harmony with nature.
1546165	eng	Tom practices black magic.
1547665	eng	The village is easy of access.
1549674	eng	They share a common element.
1549906	eng	Every day the girls used to walk to the village to look for work, after which they would give the money they found to their mother.
1549907	eng	They lived in a village close to a forest.
1552235	eng	Not everything is black and white.
1555376	eng	There's a huge black widow spider in my room!
1557157	eng	Asians generally have black hair.
1562164	eng	I visited the village he was born in.
1570080	eng	Why, of course, the people don't want war. Why would some poor slob on a farm want to risk his life in a war when the best that he can get out of it is to come back to his farm in one piece. Naturally, the common people don't want war; neither in Russia nor in England nor in America, nor for that matter in Germany. That is understood.
1570642	eng	Look back and you'll see a black cat.
1570993	hun	Jobban szeretem a fehér rózsákat a vöröseknél.
1572090	eng	A black car stopped next to the hospital.
1572797	eng	There's one black cat sleeping on the yellow chair.
1572846	eng	There are many black cats hiding under the bed.
1573403	hun	Nemsokára esni fog, nézd a fekete felhőket.
1574965	fra	Le village n'a pas de bureau de poste.
1579480	eng	If that car wasn't black then what colour was it?
1580089	eng	Give me four white plates.
1580158	eng	He hid behind the black car.
1580198	eng	They are waiting for you next to the long white house.
1582786	eng	A goatherd drove his goats, all white with snow, into a deserted cave for shelter.
1586728	eng	Fish is normally accompanied by white wine.
1590013	eng	It's very difficult to find a black cat in a dark room, especially if there is no cat.
1590040	fra	Avec l'argent que coûte un abonnement à un iPhone, il est possible de nourrir un village africain.
1593334	fra	Quel est le village que tu préfères aux États-Unis ?
1610858	eng	The common fish swims beautifully.
1629381	eng	I was coming home from some place at the end of the world, about three o'clock of a black winter morning, and my way lay through a part of town where there was literally nothing to be seen but lamps.
1629531	eng	I never saw a circle of such hateful faces; and there was the man in the middle, with a kind of black sneering coolness — frightened too, I could see that — but carrying it off really like Satan.
1632239	eng	We did not evolve from monkeys. We share a common ancestor.
1634791	eng	If sex were a martial art, I would have a black belt.
1635814	fra	Je vis dans un petit village de pêcheurs.
1636260	eng	Hang on a minute. There's quite a few black chess pieces over there.
1640955	eng	The picture is in black and white.
1653923	hun	A japánoknak fekete szemük van.
1655336	eng	Her dress is blue with white spots.
1655671	hun	Büszkék vagyunk arra, hogy népünk évszázadokon át harcokban védte Európát, s tehetségével, szorgalmával gyarapította közös értékeit.
1657589	hun	Valljuk, hogy a polgárnak és az államnak közös célja a jó élet, a biztonság, a rend, az igazság, a szabadság kiteljesítése.
1659616	hun	A természeti erőforrások, különösen a termőföld, az erdők és a vízkészlet, a biológiai sokféleség, különösen a honos növény- és állatfajok, valamint a kulturális értékek a nemzet közös örökségét képezik.
1659842	eng	The third movement affectionately parodies village musicians and their playing.
1675524	hun	Teherbíró képességének, illetve a gazdaságban való részvételének megfelelően mindenki hozzájárul a közös szükségletek fedezéséhez.
1675539	hun	A közös szükségletek fedezéséhez való hozzájárulás mértékét a gyermeket nevelők esetében a gyermeknevelés kiadásainak figyelembevételével kell megállapítani.
1675570	fra	Les résidents de ce village vivent en harmonie avec la nature.
1681415	eng	According to AMeDAS, the amount of precipitation in the village has exceeded 1,200 mm in three days.
1685263	eng	In Africa, there is no difference between a white and a black.
1686994	fra	La route vers le village est en très mauvais état.
1692986	fra	Tom est retourné à son village natal.
1719084	eng	Even for quarrels, a common language is needed.
1720363	eng	The coccyx is a vestigial feature that shows the common ancestry of mankind and apes.
1723821	eng	I would prefer the black one, there.
1723937	eng	They strengthened the dikes to protect the village against the flood.
1724680	eng	While walking down the street, I saw two white cats pissing near a car tire.
1728123	eng	This is the first time I've ever worn a white coat.
1737106	eng	Two little squirrels, a white one and a black one, lived in a large forest.
1740324	eng	The black cat purred, as if he was being petted.
1754520	eng	Maybe the village elders will intervene to reconcile them.
1764981	eng	Do you drink black coffee?
1765601	fra	Quelle est la différence entre un village et une ville ?
1768266	hun	A nemzeti vagyon kezelésének és védelmének célja a közérdek szolgálata, a közös szükségletek kielégítése és a természeti erőforrások megóvása, valamint a jövő nemzedékek szükségleteinek figyelembevétele.
1768393	hun	Az özvegyasszony arcát fekete fátyol fedte.
1770675	hun	A közteherviselés és a nyugdíjrendszer alapvető szabályait a közös szükségletek kielégítéséhez való kiszámítható hozzájárulás és az időskori létbiztonság érdekében sarkalatos törvény határozza meg.
1770914	hun	A Magyar Honvédség alapvető feladata Magyarország függetlenségének, területi épségének és határainak katonai védelme, nemzetközi szerződésből eredő közös védelmi és békefenntartó feladatok ellátása, valamint a nemzetközi jog szabályaival összhangban humanitárius tevékenység végzése.
1771454	epo	Ne falu en ŝian kaptilon!
1776553	eng	In American movies, the black guy always dies first.
1779776	eng	The suspect is a black male.
1783023	eng	Lida lived for many years in a small Native American village in eastern Nicaragua.
1785879	fra	Trace une carte de ton village au dos du cahier !
1792165	eng	In my village there are about 8 olive presses.
1792166	eng	My village is called At Mmεan.
1800821	eng	Tom has a black bruise on his right leg.
1804113	eng	The village has no electricity.
1804279	fra	Le village est dépourvu d'électricité.
1805133	fra	Tout le village était venu pour lui souhaiter la bienvenue.
1805742	eng	The white shark frequently attains, in the tropical seas, the length of more than 30 feet.
1805756	eng	We promised, in our last article, to illustrate the formidable powers of the white shark, by relating a fearful struggle between this animal and a human being.
1805761	eng	He thought he perceived the black fin of a shark swimming near the surface of the water.
1812110	eng	Would you like black tea or coffee?
1813581	eng	Everything is black and white in my bedroom.
1816708	eng	Do you love me just because I have black hair?
1817661	eng	The black kitten hopped to avoid the puddle, and passed under the neighbouring hedge.
1818172	hun	Fekete macskája legszívesebben fehér egereket eszik.
1819648	eng	We are designing technology for common people.
1824350	eng	"Take all the land you want. There will always be enough land for both white and Native American people," said the Indian chief. "Really? So we want all the land from the Arctic Ocean to the Antarctic Ocean," said the general.
1824444	eng	France and Spain have a common border.
1826561	fra	Le village était un lacis de ruelles sombres et sales.
1827604	eng	Her skin is white like snow.
1829583	eng	The white curtains flutter in the breeze in a heavy, lazy motion, like waves.
1844067	hun	Van valami közös bennük.
1844804	hun	Három kutyám van - egy fehér és két fekete.
1862131	hun	Nem hiszem, hogy a fekete macska szerencsétlenséget okoz.
1867278	eng	The Chinese government issued a white paper entitled "Diaoyu Islands are China's inherent territory" on the 25th.
1876624	fra	Je suis revenu deux ans plus tard dans mon village natal.
1877164	eng	She was wearing a white T-shirt.
1885242	eng	Black people are not allowed to travel by the same coaches white people use.
1886584	eng	Which wire should I cut, the red one or the white one?
1890118	epo	Honto falu sur la usonan senatanon, kiu aŭdacis aserti: "El la 6000 lingvoj en la mondo 5999 superfluas, la angla sufiĉu".
1893852	eng	We have a lot more in common than you probably think we do.
1893853	eng	We have a lot more in common than I realized.
1896085	eng	Tom is the name of my black tomcat.
1898330	eng	Mary was wearing a black robe.
1907615	eng	She's the black sheep of the family.
1907646	eng	A prince came on a white horse.
1907647	eng	She dreamed that a prince would come on a white horse to take her away.
1915918	eng	The boys in the village laughed at me.
1916638	eng	At the beginning of the film, the girl discovers that she's pregnant from her black boyfriend.
1916676	eng	The girls hope to meet white boys in Blackpool.
1916804	eng	Tom is the name of my black warthog.
1922231	fra	Les garçons du village se moquèrent de moi.
1922241	fra	Les garçons du village se sont moqués de moi.
1923085	eng	Seen from space, the watery Earth looks like a blue planet with small wisps of white clouds.
1927219	eng	Follow the fucking white rabbit Neo.
1930632	eng	Mary was sleeping; she was still wearing her torn white dress, and her long black hair, resting in a dishevelled manner upon her shoulders, contrasted strongly with the paleness of her face.
1933834	eng	You're white as a ghost. Are you sick?
1935955	eng	The girls wanted to meet white boys because the Asian ones were going out with white girls.
1947604	epo	Ne falu en liajn malnovajn kaptilojn.
1949237	eng	He has a common name.
1956302	eng	Steve is wearing a black turtleneck.
1956910	fra	Le village était isolé à cause d'une forte tempête.
1957129	hun	Az ápolónő fehér ruhát visel.
1959321	eng	I have a black dog named Tiki.
1960927	eng	Tom pinned a white corsage on Mary's dress.
1968078	fra	Tu te souviens encore dans quel village il est né?
1972559	eng	I can't believe that you mix white and colours together in a washing machine!
1981128	eng	I have one cat and one dog. The cat is black and the dog is white.
1988453	eng	Tom doesn't like to use the term "a person of color" because he thinks it implies that white people have no color.
1991081	fra	Dans un village inconnu, on a hélas distribué illégalement du poison à certains animaux.
2002408	eng	He lives in a village near Osaka.
2004979	eng	Their works are mainly for the black market.
2020473	eng	He's nothing more than a common thug.
2023588	eng	She eats but white meat.
2023838	eng	Tom only eats white meat.
2023841	eng	Tom eats nothing but white meat.
2024932	fra	C'est très agréable de vivre dans un beau petit village au pied de la montagne.
2038634	eng	He still has a white vest.
2040088	eng	Languages belong to all their speakers, who have a common interest in utility and in beauty.
2040101	eng	A small, homogeneous population with a precious culture--a Hopi village on a mesa top in America, e.g.--may be unable to tolerate any outsider for long.
2042795	eng	I think you and Tom have more in common than you want to admit.
2045872	eng	I like tall, beautiful women with long black hair.
2047448	eng	"There's more than one way to do it" is a motto common among users of the programming language perl.
2047506	eng	Polyandry used to be common among the Sherpas of Nepal, where a band of brothers would often take a wife in common. When she died--of child-bearing or overwork--they would frequently marry her younger sister.
2049751	hun	A második fogáshoz erős tormát, fekete borsot és csípős paprikát ajánlottak.
2051598	hun	"Min gondolkodol állandóan?" - kérdezte a kis fehér nyuszi.
2055264	eng	I have brown eyes and black hair.
2064499	eng	In Sweden it is more common for a child to have three first names than one, but here, at home, this is a more unusual phenomenon.
2065032	eng	Both girls are wearing white suits.
2069523	eng	Her very long, black eyelashes set off the aristocratic pallor of her cheeks.
2099615	eng	When trade prohibitions are resisted by any substantial minority, black markets develop.
2106750	fra	Nous vivons dans ce village depuis cinq ans.
2116600	hun	Nagyszüleim fehér házában laknak.
2116629	hun	A ti iskolátokban a tanító még fekete táblára ír?
2116631	hun	El lehet felejteni a fehér krétát?
2119980	hun	A mennyezet fehér színű.
2133305	eng	In the village there are no thieves.
2133308	fra	Dans le village il n'y a pas de voleurs.
2134063	eng	He's wearing a white cotton shirt.
2135200	eng	Mead and Bateson chose the upland village of Bajoeng Gede for their research, because a lack of iodine in the villagers' diet made them slow of speech.
2145994	eng	I have no doubt English is the most common language in the world.
2149558	eng	Color television! Bah, I won't believe it until I see it in black and white.
2153070	hun	Ez a fehér ház kórház.
2158603	fra	Jadis, il y a longtemps, vivait dans le village un homme âgé.
2159585	eng	The village needs your help.
2161540	fra	Le village a besoin de votre aide.
2161541	fra	Le village a besoin de ton aide.
2164526	eng	You've really turned black now.
2167967	hun	Az ő fekete macskája inkább fehér egeret eszik.
2173310	hun	A fehér szín a tisztaság jelképe.
2174963	eng	Almost everyone in our village is related to one another.
2185161	eng	I'm a black belt in karate.
2187719	epo	Via tempo estas limita, do ne malŝparu ĝin, vivante la vivon de iu alia. Ne falu en la kaptilon de dogmo; tio estas: vivi laŭ la rezultoj de la pensoj de aliuloj. Ne permesu al la bruo de aliaj opinioj sufoki vian propran internan voĉon. Kaj la plej grava afero: Havu la kuraĝon sekvi viajn koron kaj intuicion.
2190672	hun	Ez a rózsafa fehér virágokat hozott.
2190678	hun	Ennek a rózsafának fehér a virága.
2194917	eng	Suddenly everything went black and I lost consciousness.
2195432	eng	It's now very common to hear people say, "I'm rather offended by that", as if that gives them certain rights. It's no more than a whine. It has no meaning, it has no purpose, it has no reason to be respected as a phrase. "I'm offended by that." Well, so fucking what?
2195485	hun	Vásárolj egy fehér autót!
2195495	hun	Az ember fehér autót fog vásárolni.
2195537	hun	Egy fiatal család vásárolt egy fehér autót.
2198155	hun	Ez a falu mentes a légszennyezéstől.
2199563	eng	It's not easy to prevent white flight from cities.
2199732	hun	Egy fekete ló fut lassan végig a tóparton.
2201119	eng	I like coffee better than black tea.
2207380	hun	Ő a falu herkulese.
2228163	eng	I've had black rice congee thrice in one day!
2228795	hun	Ott egy fehér ház.
2228804	hun	Látod a fehér házat?
2228811	hun	Két fehér házat látok.
2230169	eng	There's a rumor in my mother's village that we have Japanese ancestors. I don't know what to make of it.
2255886	hun	Összefűzi őket a közös érdek.
2258838	eng	I wish I'd bought a white dress!
2259469	eng	The village is beyond those trees.
2261002	hun	Van egy közös hobbijuk.
2264609	eng	Across the street there's a white house.
2267194	eng	I'll wear a white dress.
2267439	eng	It's a village of two hundred inhabitants.
2267909	eng	That word isn't in common use.
2268630	eng	The village had more than a thousand inhabitants.
2268632	eng	The village is on the side of the hill.
2280535	eng	Tom is so old that even the oldest in the village first knew him as an old man.
2282143	eng	She's attracted to black guys.
2282144	eng	She's attracted to black men.
2282145	eng	He's attracted to black women.
2294630	hun	A holló fekete volt mint a szén.
2294636	hun	A holló fekete volt mint a korom.
2301558	eng	The bride was wearing a white wedding dress.
2309375	eng	It's common courtesy.
2314313	fra	Ce fut bon pour moi d'avoir à me mesurer, pour l'intelligence, avec les garçons du village et d'être ainsi forcé de constater que leur tête valait bien la mienne.
2321452	hun	A királynő a fekete ébenfa keretes ablak előtt ült és varrogatott.
2325143	eng	I drive a black car.
2332714	eng	Though common in cleaning products, ammonia is caustic.
2335187	eng	She gave him a black eye.
2339554	hun	El kell majd hoznia két, fehér háttérrel készült útlevél-fényképét.
2339655	hun	A fekete sötétség jó példa a pleonazmusra.
2339657	hun	A szószaporításra jó példa a fekete sötétség.
2345081	hun	Gyakran kapcsoljuk a fekete színt a halálhoz.
2348739	eng	I prefer red wine to white wine.
2359965	eng	I have more in common with Tom than Mary.
2361366	eng	I don't own a black suit.
2369903	eng	Mix about four cups of white flour with a pinch of salt.
2396343	eng	The Huns pillaged the village and burned it to the ground.
2402715	eng	The people living in that village habitually carry together several heaps of nuts, each heap being of the size of a net that is formed by two people's four hands.
2402734	eng	Tom drives a black car, eh?
2423581	eng	I see a white lion.
2425674	eng	This village belongs to the king of Sweden.
2435075	hun	Élnek fekete bivalyok Európában?
2470788	eng	"And what color do you want, white or black?" "Black, of course."
2476656	eng	I want you to beat in his pasty, white face.
2481250	eng	It's more common than you think.
2481325	eng	He has two cats: one white and one black.
2481341	eng	Tom has two cats. One is white and the other is black.
2483364	eng	Use your common sense in that kind of a situation.
2490776	eng	Snow is white because its molecules reflect all the colors of the sun's rays.
2491687	fra	Tu es venu au village ?
2492874	eng	Please give me a spool of white thread.
2496261	hun	Ha az izlandi nyelv egy szín lenne, azt hiszem, fehér lenne.
2505911	eng	She has white teeth.
2508844	fra	L'ivrogne du village fait toujours des histoires.
2514879	eng	He has white teeth.
2532159	fra	Les soldats faisaient à chaque ferme et à chaque village une pause.
2537089	eng	Tom rummaged through his closet looking for a pair of black shoes.
2537647	eng	Your hair has turned white since I last saw you.
2542240	eng	Tom is dressed in black today.
2545806	eng	Tom has a black bicycle.
2546484	eng	I'm using common sense.
2548601	eng	Tom has black hair.
2562936	eng	You mill mine, and I'll mill the village chief's.
2563019	eng	Don't ask the way to a village you don't want to go to.
2569520	eng	It's a common misconception.
2580415	eng	Why did you help that black dog?
2580838	eng	A typical Bavarian breakfast consists of white sausage, wheat beer and pretzels.
2588686	eng	She made pumpkin soup in a black cauldron for Halloween.
2590166	eng	The most common athletic games in the world are soccer, basketball, football, rugby, baseball, cricket, ice hockey, volleyball, beach volleyball, tennis, table tennis, golf, boxing, wrestling, badminton and bowling.
2595642	eng	France has a common border with Italy.
2601323	eng	She's waiting for a knight on a white horse to take her away.
2601336	eng	Obama is the first black president in the White House.
2609416	eng	My eyes weren't sharp enough to tell whether the black spot on the ceiling was a spider or a fly.
2609418	eng	My eyes weren't keen enough to distinguish whether the black spot on the ceiling was a spider or a fly.
2617266	fra	Nous nous sommes arrêtés dans un petit village de pêcheurs.
2622348	hun	Miért fehér a hó?
2634994	hun	Ennek a fiúnak fekete haja van.
2640119	eng	Tom said he was planning to wear a black tuxedo.
2641935	eng	Tom and Mary both have black hair.
2642461	eng	Mary is wearing a black leotard.
2642908	eng	Tom is wearing a black fedora.
2643018	eng	Mary is wearing a black dress.
2645793	eng	Tom put on a black wig.
2652704	eng	Her skin was white as milk and she had not a single blemish anywhere.
2653184	eng	The new airport has been called a white elephant.
2654477	eng	The village head decided to build a large granary to protect the grain from the weevils.
2659651	eng	I spilled wine on my favourite white shirt. The stain might go away if I wash it.
2669458	eng	Don't touch it. It's white hot.
2672513	eng	She saw an angel there in long white robes, with wings reaching from his shoulders down to the earth.
2673819	eng	No cure for the common cold exists, but the symptoms can be treated.
2674671	eng	The daughters were young and beautiful—three charming blossoms—a rose, a lily, and a white hyacinth.
